,movie_title,content_rating,genres,directors,authors,actors,original_release_date,runtime,production_company,tomatometer_rating,tomatometer_count,audience_rating,audience_count,meta_score,summary,combo_score,rating_diff
191,Midnight Special,PG-13,"Drama, Science Fiction & Fantasy",Jeff Nichols,Jeff Nichols,"Michael Shannon, Joel Edgerton, Kirsten Dunst, Adam Driver, Sam Shepard, Bill Camp, Scott Haze, Paul Sparks, Dave Jensen, Sharon Landry, Dana Gourrier, Sharon Garrison, Allison Gabriel, Sean Bridgers, Lucy Faust, James Moses Black, Yvonne Landry, Maureen Brennan, Ann Mahoney, Garrett Hines, Kerry Cahill, Wayne Pre, Dane Rhodes, Lee Zurik, Nicondra Norwood, Billy Slaughter, Sam Malone, Sean Kaplan, James DuMont, Nancy Grace, Lynn Berry, Jaeden Martell",3/18/2016,111,Warner Bros. Pictures,84,231,67,22339,76,"A father (Michael Shannon), goes on the run to protect his young son, Alton (Jaeden Lieberher), and uncover the truth behind the boys special powers.  What starts as a race from religious extremists and local law enforcement quickly escalates to a nationwide manhunt involving the highest levels of the Federal Government. Ultimately his father risks everything to protect Alton and help fulfill a destiny that could change the world forever.",80,-13
192,Mifune: The Last Samurai,NR,"Art House & International, Documentary",Steven Okazaki,"Steven Okazaki, Stuart Galbraith IV, Stuart Galbraith IV","Keanu Reeves, Wataru Akashi, Kyoko Kagawa, Steven Spielberg, Martin Scorsese, Hisao Kurosawa, Shiro Mifune, Haruo Nakajima, Toshiro Mifune, Sadao Nakajima, Yosuke Natsuki, Terumi Niki, Teruyo Nogami, Tadao Sato, Yoshio Tsuchiya, Yko Tsukasa, Kanzo Uni, Kaoru Yachigusa, Koji Yakusho",11/25/2016,80,Creative Associates Limited,83,36,77,772,64,"Mifune: The Last Samurai explores the accidental movie career of Toshiro Mifune, one of the true giants of world cinema.  Mifune made 16 remarkable films with director Akira Kurosawa during the Golden Age of Japanese Cinema, including Rashomon, Seven Samurai and Yojimbo.  Together they thrilled audiences and influenced filmmaking around the world, providing direct inspiration for not only The Magnificent Seven and Sergio Leone and Clint Eastwoods breakthrough, A Fistful of Dollars, but also George Lucas Star Wars.",73.5,3.5
193,Mike and Dave Need Wedding Dates,R,Comedy,Jake Szymanski,"Andrew Jay Cohen, Brendan O'Brien","Zac Efron, Anna Kendrick, Adam DeVine, Aubrey Plaza, Stephen Root, Sugar Lyn Beard, Chloe Bridges, Kumail Nanjiani, Alice Wetterlund, Stephanie Faracy, Lavell Crawford, Mary Holland, Marc Maron, Erik Griffin, Jake Szymanski, Eugene Cordero, Wendy Williams, Kyle Smigielski, Andrea Miceli, Nancy Miceli, Christina Souza, Olga Kalashnikova, Julia Fae, Ashley Hobbs, Andrea Russett, Bob Turton, Nicole Byer, Danielle Zalopany, Stephanie Allynne, Tabitha Humphrey, Jennie Pierson, Hilty Bowen, Tanisha Long, Cass Bugge, Ayden Mayeri",7/8/2016,98,20th Century Fox,38,170,51,28143,51,"Hard-partying brothers Mike (Adam Devine) and Dave (Zac Efron) place an online ad to find the perfect dates (Anna Kendrick, Aubrey Plaza) for their sisters Hawaiian wedding. Hoping for a wild getaway, the boys instead find themselves outsmarted and out-partied by the uncontrollable duo.",44.5,6.5
194,Miles Ahead,R,"Drama, Musical & Performing Arts, Special Interest",Don Cheadle,"Steven Baigelman, Don Cheadle","Don Cheadle, Emayatzy E Corinealdi, Ewan McGregor, LaKeith Stanfield, Michael Stuhlbarg, Austin Lyon, Morgan Wolk, Nina Smilow, Christina Karis, Theron Brown, Joshua Jessen, Havanna Hagans, Jeffrey Grover, William Willet, Chris McCail, Gary Chinn, Chinn Gary, Brian Wolfman Black Bowman, Jennifer Dior, Chris W Hill, Carly Tamborski, Ty N Triggs, Obum Nwankwo, William Cross, Nathaniel Grauwelman, JT Thigpen, Mark Turkeltaub, Peggy Warner, Phillip Krinsky, Derick Mayes, Alvin J Frazier II, Alvin J Frazier II, John W Harden, Jorge J Gonzalez, David Horace Greer, Jon McHale, Sarah Creekmore, Leticia Martinez, Jeremy Dubin, David Kettlehake, Cameron Cumbee, Mike Dennis, Shyra Thomas, Steve Moore, Corey Robinson, Erin Nicole Donahue, Brian Cashwell, JaJa Stoudemire, Derek Snow, Brent Vimtrup, Brian D Schroeder, Tamica White, John E Brownlee, James Watson, Zoe Swope, Marqus Wright, Jasmine Watson, Cortney Wiggins, Robert Watson II, Michael Washburn, Yosiah Johnson, Devin Johnson",4/1/2016,96,Crescendo Productions,74,178,57,6589,64,"In the midst of a dazzling and prolific career at the forefront of modern jazz innovation, Miles Davis (Don Cheadle) virtually disappears from public view for a period of five years in the late 1970s. Alone and holed up in his home, he is beset by chronic pain from a deteriorating hip, his musical voice stifled and numbed by drugs and pain medications, his mind haunted by unsettling ghosts from the past. [Sony Pictures Classics]",69,-12
195,Miracles from Heaven,PG,Drama,Patricia Riggen,Randy Brown,"Jennifer Garner, Kylie Rogers, Martin Henderson, Brighton Sharbino, Courtney Fansler, John Carroll Lynch, Eugenio Derbez, Queen Latifah, Hannah Alligood, Gregory Alan Williams, Wayne Pre, Kelly Collins Lintz, Erica Allen McGee, Brandon Spink, Rhoda Griffis, Bruce Altman, Zach Sale, Gwen Waymon, Kenny Alfonso, John Crow, Kevin Sizemore, JM Longoria, Preston Baker, Maia MossFife, Matt Mercurio, Suehyla ElAttar, Paul Andrew OConnor, Norma Alvarez, Adam Drescher, Anne Holt, Kim Banta, Emerald Robinson, Judd Lormand, Shea McHugh, Summer Parker, Mac Powell, Bryce Daniel Zentkovich, Christina Bach Norman, Stephen Matthew Smith, Brian Bremer, Neil Redick, Christy Beam, Annabel Beam, Kevin Beam, Jose Garza, Abigail Beam, Adelynn Beam, Sunshine Bartell, Morgan Burch, Harvest Parker, John Andrew, Jennifer Finley, Barbara Lynn Vincent",3/16/2016,109,Sony Pictures,45,93,81,22115,44,"When Christy (Jennifer Garner) discovers her 10-year-old daughter Anna (Kylie Rogers) has a rare, incurable disease, she becomes a ferocious advocate for her daughter's healing as she searches for a solution. After Anna has a freak accident, an extraordinary miracle unfolds in the wake of her dramatic rescue that leaves medical specialists mystified, her family restored and their community inspired. [Sony Pictures Entertainment]",44.5,36.5
196,Misconduct,R,"Drama, Mystery & Suspense",Shintaro Shimosawa,"Simon Boyes, Adam Mason","Josh Duhamel, Al Pacino, Anthony Hopkins, Malin Akerman, Julia Stiles, Alice Eve, Glen Powell, Lee Byunghun, Marcus Lyle Brown, Leah McKendrick, Chris Marquette, Skye P Marshall, Gregory Alan Williams, Jason Gibson, Nathan J Moore, Chris J Fanguy, Jaiden Kaine, Milla Bjorn, Nicholas X Parsons, Nicholas Parsons, John Houghtling II, John Houghtling II, Alex Fatovich, Jeffrey Galpin, Rio Hackford, Elizabeth Buzbee, Anthony Buzbee, Eric Shepherd, Julia Sundstrom Sandstrom, Lisa L Salzer, Clay Chamberlin, Catherine Poon, Sara Fletcher, Brad Fletcher",2/5/2016,106,Mike and Marty Productions,7,28,22,1148,24,"An ambitious lawyer (Josh Duhamel) finds himself caught in a power struggle between a corrupt pharmaceutical executive (Anthony Hopkins) and his firms senior partner (Al Pacino). When the case takes a deadly turn, he must race to uncover the truth before he loses everything. [Lionsgate]",15.5,6.5
197,Miss Peregrine's Home for Peculiar Children,PG-13,"Kids & Family, Science Fiction & Fantasy",Tim Burton,Jane Goldman,"Eva Green, Asa Butterfield, Chris ODowd, Allison Janney, Rupert Everett, Terence Stamp, Ella Purnell, Judi Dench, Samuel L Jackson, Finlay MacMillan, Lauren McCrostie, Georgia Pemberton, Hayden KeelerStone, Louis Davison, Milo Parker, Raffiella Chapman, Pixie Davies, Cameron King, Kim Dickens, Joseph Odwell, Thomas Odwell, OLan Jones, Aiden Flowers, Nicholas Oteri, Helen Day, Philip Philmar, Jack Brady, Scott Handy, Jennifer Jarackas, George Vricos, Brooke Jaye Taylor, Cameron Greco, Ella Linnea Wahlestedt, Jack Fibkins, Nicholas Amer, Ioan Hefin, Shaun Thomas, Justin Davies, Nick McGaughey, Lynne Hunter, Ben Roberts, Dafydd Hywel, Sophia Tailor, Harry Taylor, Dan Mersh, James Kermack, Steve Money, Christine Dalby, Badria Timimi",9/30/2016,121,20th Century Fox,64,248,60,38882,57,"When Jake (Asa Butterfield) discovers clues to a mystery that spans alternate realities and times, he uncovers a secret refuge known as Miss Peregrines Home for Peculiar Children. As he learns about the residents and their unusual abilities, Jake realizes that safety is an illusion, and danger lurks in the form of powerful, hidden enemies. Jake must figure out who is real, who can be trusted, and who he really is. [20th Century Fox]",60.5,-0.5
198,Miss Sloane,R,Mystery & Suspense,John Madden,Jonathan Perera,"Jessica Chastain, Mark Strong II, Gugu MbathaRaw, Alison Pill, Michael Stuhlbarg, Jake Lacy, Sam Waterston, John Lithgow, Chuck Shamata, David Wilson Barnes, Meghann Fahy, Aaron Hale, Al Mukadam, Grace Lynn Kung, Raoul Bhaneja, Andrew Moodie, Kyle Mac, Austin Strugnell, Zach Smadu, Ennis Esmer, Angela Vint, Kevin Jubinville, Lee Smart, Helen Johns, Anand Rajaram, Rick Campanelli, John Gallagher, Christine Baranski, Anthony Furey, Rick Roberts, Murray Furrow, Courtenay Stevens, Craig Eldridge, Sergio Di Zio, Joe Pingue, Dylan Baker, Gurdeep Ahluwalia, Michael Cram, Ola Sturik, Paul McGuire, Alex Castillo, Doug Murray II, Greta Onieogou, David Rosser, James Passero, John Milson",12/9/2016,132,EuropaCorp,76,191,72,9829,64,"In the high-stakes world of political power-brokers, Elizabeth Sloane (Jessica Chastain) is the most sought after and formidable lobbyist in D.C. Known equally for her cunning and her track record of success, she has always done whatever is required to win. But when she takes on the most powerful opponent of her career, she finds that winning may come at too high a price.",70,2
199,Miss Stevens,NR,Drama,Julia Hart,"Julia Hart, Jordan Horowitz","Lily Rabe, Timothe Chalamet, Lili Reinhart, Anthony Quintal, Rob Huebel, Oscar Nunez, Larry Bam Hall, Noah Gray, Jammie Patton, Mike Holley, Tracey Wigfield, Nikhil Pail, Nikhil Pai, Tamir Yardenne, Kristin Slaysman, Temple Dean, Grant Jordan, Phillip Andrew Garcia, Roy Abramsohn, Virginia Louise Smith",9/16/2016,85,Beachside Films,91,23,67,691,65,"When Miss Stevens (Lily Rabe) chaperones three of her students - Billy, Margot and Sam - on a weekend trip to a drama competition, she discovers that coming of age stories aren't just for teenagers. Exploring the fine line between being a grown up and being a kid, Miss Stevens looks at the moment you realize maybe you're the responsible adult in the room, and what comes after you find out you're not who you thought you'd be.",78,-11
200,Moana,PG,"Action & Adventure, Animation, Kids & Family","Ron Clements, John Musker, Chris Williams (IX), Don Hall",Jared Bush,"Aulii Cravalho, Dwayne Johnson, Rachel House, Temuera Morrison, Jemaine Clement, Nicole Scherzinger, Alan Tudyk, Oscar Kightley, Troy Polamalu, Puanani Cravalho, Louise Bush",11/23/2016,113,Walt Disney Pictures,95,279,89,69449,81,"Moana, a spirited teenager and born navigator, sets sail from the ancient South Pacific islands of Oceania in search of a fabled island. During her incredible journey, she teams up with her hero, the legendary demi-god Maui, to traverse the open ocean on an action-packed voyage, encountering enormous sea creatures, breathtaking underworlds and ancient folklore. [Walt Disney Studios]",88,1
201,Mojave,R,Drama,William Monahan,William Monahan,"Garrett Hedlund, Oscar Isaac, Mark Wahlberg, Walton Goggins, Louise Bourgoin, Fran Kranz, Dania Ramirez, Christopher Neiman, Cletus Young, Tim Soergel, Ralph Brannen, Niall Madden, Ron Duncan, Oliver Cooper, Candice Rodrigo, Frank Miranda, Vivis Colombetti, Adam Villacin, Hayley Magnus, Amber Hergen, Ashwin Gore, Anna Margaret Hollyman, Talulah Riley, Kylie Rogers",1/22/2016,93,A24 and DIRECTV,31,65,29,391,41,"Thomas (Garrett Hedlund), a brilliant, near-suicidal artist, attempts to escape his privileged existence into the desert only to encounter a homicidal, chameleon-like drifterJack (Oscar Isaac). Their first encounter at a campfire sets up a nonstop, violent duel of physical and intellectual equals. The game intensifies when Jack, while in murderous pursuit of Thomas, witnesses Thomas accidental killing of an innocent man he has mistaken for Jack. The chase moves from the spectacular vistas of the American desert to a noir Los Angeles, where Jack discovers Thomas notoriety as an artist and continues to remake his own identity in relentless pursuit of his victim, culminating in a vortex of criminality and brutality as Thomas emerges as an equally dangerous opponent. [A24]",36,-7
202,Money Monster,R,Drama,Jodie Foster,"Alan DiFiore, Jamie Linden, Jim Kouf","George Clooney, Julia Roberts, Jack OConnell, Dominic West, Caitriona Balfe, Giancarlo Esposito, Christopher Denham, Lenny Venito, Chris Bauer, Dennis Boutsikaris, Condola Rashad, Greta Lee, Emily Meade, Aaron Yoo, Carsey Walker Jr, Carsey Walker, Jr, James Warden, Joseph D Reitman, Olivia Luccardi, Grizz Chapman, Robert C Kirk, Genevieve Adams, Daoud Heidami, Anthony De Sando, Ivn Martn, John Ventimiglia, Dominic Coln, Chad Jennings, Cliff Moylan, Brian Edwards, Jimmy Lee Gary Jr, Frantzy Orisma, Charlie Thurston, Patricia Dunnock, Michael Sahr Ngaujah, Vernon Campbell, Darri Ingolfsson, Hyejin Jang, Svavar James Kristjansson, Daniel K Isaac, Makhaola Ndebele, Jamar Greene, Rob Falcone, David Healy, Matt Walton, Katie McGee, Jenny Joslin, Pun Bandhu, Bobby Kruger, Jake Choi, Nick Boraine, Tyalaxandar, Jeff Witzke, Diomargy Nunez, Grant Rosenmeyer, Mizel Faison, Bryan Burton, Frank Pando, Rina Mejia, Katy Grenfell, Tanisha Scott, Shauna Mitchell, Pedro Morillo Jr, Tamara Treadwell, Kaeche Liburd, Whanita King, Andrew James, Jennifer Dong",5/13/2016,98,Smokehouse Pictures,59,279,51,23644,55,"Lee Gates (George Clooney) is a bombastic TV personality whose popular financial network show has made him the money wiz of Wall Street. But after he hawks a high tech stock that mysteriously crashes, an irate investor (Jack OConnell) takes Gates, his crew, and his ace producer Patty Fenn (Julia Roberts) hostage live on air. Unfolding in real time, Gates and Fenn must find a way to keep themselves alive while simultaneously uncovering the truth behind a tangle of big money lies. [Sony]",57,-6
203,Moonlight,R,Drama,Barry Jenkins (III),Barry Jenkins (III),"Naomie Harris, Andr Holland, Mahershala Ali, Janelle Mone, Trevante Rhodes, Ashton Sanders, Jharrel Jerome",10/21/2016,111,A24 Films,98,384,79,45533,99,"Moonlight is the tender, heartbreaking story of a young mans struggle to find himself, told across three defining chapters in his life as he experiences the ecstasy, pain, and beauty of falling in love, while grappling with his own sexuality.",98.5,-19.5
204,Moonwalkers,R,Comedy,Antoine Bardou-Jacquet,Dean Craig,"Ron Perlman, Rupert Grint, Robert Sheehan, Stephen Campbell Moore, Kerry Shale, Eric Lampaert, Jay Benedict, Tom Audenaert, John Flanders, Andrew Blumenthal, Jeanne Abraham, Dan Poole, Erika Sainte, Kevin Bishop, James Cosmo, Joe Sheridan, Nathaniel MartelloWhite, Thom Tuck",1/15/2016,107,Partizan Films,42,38,41,641,39,"After failing to locate the legendary Stanley Kubrick, an unstable CIA agent (Ron Perlman) must instead team up with a seedy rock band manager (Rupert Grint) to develop the biggest con of all timestaging the moon landing.",40.5,0.5
